"1","2","0","0","0","0","1","0","0","0"
"1","2","0","0","0","0","1","0","0","0"
"216","657","0","0","0","1","30","1","0","8"
"","","රොජකොරි භොර නිළධ්‍ොරි / flik mjpfhhp / Duty Officer : 011 2670002","","","","","","",""
"","","මාධය ප්‍රකාශක / nra;jp njhlHghsHfs; / Media Spokesmen :","","","","","","",""
"","","ආපදො කළමනොකරණ මධ්‍යස්ත්‍රථොනය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","",""
"","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","",""
"","","ෆැක්ස්ත්‍ර/ njhiy efy; / Fax:                  0112670079","","","","","","",""
"","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","",""
"","","්වබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","",""
"","","……………………………………………………….","","","","","","",""
"","","T.W.K.I. Pushpakumara","","","","","","",""
"","","Assistant Director / Duty Officer","","","","","","",""
"","","For Director General","","","","","","",""
"","","* This is an authorized report by DMC - EOC duty officer. No signature is required","","","","","","",""
