"මන්නාරම","34","24","85","60","සවස 2.00න් පසුව වැසි හහෝ ගිගුරුම් සහිත වැසි ඇති  විය හැක"
"","பிரதான நகரங்களுக்கான வானிலை முன்னறிவித்தல்","","","",""
"","வவப்பநிலை (0C)","","சாரீரப்பதன் (%)","",""
"நகரம்","","","","","வானிலை"
"","உச்ச","குலைந்த","உச்ச","குலைந்த",""
"அனுராதபுரம்","36","23","90","50","சிறிதளவில் மழை பெய்யும்"
"","","","","","பி.ெ. 2.00 மணிக்குப் பின்னர் மழை அல்லது இடியுடன் கூடிய மழை பெய்யும்"
"மட்டக்களப்பு","31","25","90","75",""
"","","","","","சாத்தியம்"
"வகாழும்பு","31","26","90","65","பி.ெ. 2.00 மணிக்குப் பின்னர் மழை அல்லது இடியுடன் கூடிய மழை பெய்யும்"
"","","","","","பி.ெ. 2.00 மணிக்குப் பின்னர் மழை அல்லது இடியுடன் கூடிய மழை பெய்யும்"
"காலி","31","26","90","70",""
"","","","","","சாத்தியம்"
"யாழ்ப்பாணம்","33","24","95","55","சிறிதளவில் மழை பெய்யும்"
"கண்டி","31","22","95","65","அவ்வப்பொது மழை அல்லது இடியுடன் கூடிய மழை பெய்யும்"
"","","","","","பி.ெ. 2.00 மணிக்குப் பின்னர் மழை அல்லது இடியுடன் கூடிய மழை பெய்யும்"
"நுவவரலியா","23","11","95","70",""
"","","","","","சாத்தியம்"
"இரத்தினபுரி","36","23","95","65","பி.ெ. 2.00 மணிக்குப் பின்னர் மழை அல்லது இடியுடன் கூடிய மழை பெய்யும்"
"திருககாணமலை","31","24","95","70","பிரதானமாக சீரான வானிழல"
"","","","","","பி.ெ. 2.00 மணிக்குப் பின்னர் மழை அல்லது இடியுடன் கூடிய மழை பெய்யும்"
"மன்னார்","34","24","85","60",""
"","","","","","சாத்தியம்"
