"","","","","","","","","Page 2","","","","","","","","","",""
"වයඹ පලාත","","","Arachchikattuwa","","","1456","5186","","","","","","","","","","",""
"","","","","","2020.03.04","","","","","","","","","","","","",""
"tlNky;khfhzk;","","","Pallama","","","2822","9175","","","","","","","","","","",""
"North Western","","","","","","","","","","","","","","","","","",""
"","","","Mahakumbukkadawala","","2020.03.05","6291","19544","","","","","","","","","","",""
"","","","Nawagaththagama","","2020.03.10","513","1469","","","","","","","","","","",""
"","","","Anamaduwa","","2020.03.06","1140","3556","","","","","","","","","","",""
"","","පුත්තලම","","","","","","","","","","","","","","","",""
"","","","Wanathavilluwa","","2020.03.21","192","659","","","","","","","","","","",""
"","5","Gj;jsk;","","Drought","","","","","","","","","","","","","","Distribution of drinking water"
"","","","Mundalam","","","488","1657","","","","","","","","","","",""
"","","Puttalam","","","2020.03.23","","","","","","","","","","","","",""
"","","","Karuwalagaswewa","","","1048","3063","","","","","","","","","","",""
"","","","Puttalam","","2020.03.28","52","180","","","","","","","","","","",""
"","","","Chilaw","","2020.04.01","255","965","","","","","","","","","","",""
"","","","Dankotuwa","","2020.04.08","75","275","","","","","","","","","","",""
"","","","Naththandiya","","2020.04.09","300","1310","","","","","","","","","","",""
"","","දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total","","","","14632","47039","0","0","0","0","0","0","0","0","0","0",""
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","14632","47039","0","0","0","0","0","0","0","0","0","0",""
"","","මාතර","","","","","","","","","","","","","","","",""
"","6","khj;jiw","Pitabeddara","Drought","2020.03.11","645","2685","","","","","","","","","","",""
"","","Matara","","","","","","","","","","","","","","","",""
"","","දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total","","","","645","2685","0","0","0","0","0","0","0","0","0","0",""
"","","","Walasmulla","","2020.03.24","692","2796","","","","","","","","","","",""
"","","","Beliata","","2020.03.24","99","300","","","","","","","","","","",""
"","","","Okewela","","2020.03.18","297","791","","","","","","","","","","",""
"දකුනු පලාත","","","Lunugamwehera","","2020.04.07","33","132","","","","","","","","","","",""
"njd; khfhzk;","","හම්බන්තාට","","","","","","","","","","","","","","","",""
"","","","Hambanthota","","2020.02.02","720","1994","","","","","","","","","","",""
"Southern","7","`k;ghe;Njhl;il","","Drought","","","","","","","","","","","","","",""
"","","","Angunukolapelessa","","2020.03.28","950","3827","","","","","","","","","","",""
"","","Hambantota","","","","","","","","","","","","","","","",""
"","","","Katuwana","","2020.03.20","591","2478","","","","","","","","","","",""
"","","","Tangalla","","2020.04.04","832","3500","","","","","","","","","","",""
"","","","Weeraketiya","","2020.03.12","70","460","","","","","","","","","","",""
"","","","Thissamaharamaya","","2020.03.19","1818","6875","","","","","","","","","","",""
"","","දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total","","","","6102","23153","0","0","0","0","0","0","0","0","0","0",""
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","6747","25838","0","0","0","0","0","0","0","0","0","0",""
"","","","Dimbulagala","","","1507","6313","","","","","","","","","","",""
"","","්පා්ලානනරුව","","","","","","","","","","","","","","","",""
"","8","nghyd;dWit","Elahera","Drought","2020.03.28","192","686","","","","","","","","","","","Dristibuting Drinking water"
"උතුරුමැද පලාත","","","","","","","","","","","","","","","","","",""
"tlkj;jpa khfhzk;","","Polonnaruwa","","","","","","","","","","","","","","","",""
"","","","Lankapura","","","355","1270","","","","","","","","","","",""
"North Central","","","","","","","","","","","","","","","","","",""
"","","දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total","","","","2054","8269","0","0","0","0","0","0","0","0","0","0",""
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","2054","8269","0","0","0","0","0","0","0","0","0","0",""
"","","","Koralaipattu North","","","1308","4553","","","","","","","","","","",""
"","","","","","2020.03.26","","","","","","","","","","","","",""
"","","","Koralaipattu West","","","236","831","","","","","","","","","","",""
"","","","Koralaipattu Central","","2020.04.09","300","1050","","","","","","","","","","",""
"","","මඩකලපුව","","","","","","","","","","","","","","","",""
"","","","Koralaipattu South","","2020.04.22","1751","5810","","","","","","","","","","",""
"","9","kl;lf;fsg;G","","Drought","","","","","","","","","","","","","",""
"","","","Eravur Pattu","","","1838","5766","","","","","","","","","","",""
"","","Batticaloa","","","2020.03.26","","","","","","","","","","","","",""
"","","","Manmunai West","","","1279","4314","","","","","","","","","","",""
"","","","Manmunai South West","","2020.04.04","2613","8154","","","","","","","","","","",""
"නැ්ගනහිර පලාත","","","Poratheevupattu","","2020.03.26","6001","19971","","","","","","","","","","",""
"fpof;F      Eastern","","","","","","","","","","","","","","","","","",""
"","","දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total","","","","15326","50449","0","0","0","0","0","0","0","0","0","0",""
"","","","Verugal","","2020.04.17","183","601","","","","","","","","","","",""
"","","ත්‍රීකුණාමලය","Kanthale","","2020.04.18","862","2089","","","","","","","","","","",""
"","10","jp.kiy","Thambalagamuwa","Drought","2020.04.15","49","131","","","","","","","","","","","Dristibuting Drinking water"
"","","Trincomalee","Seruvila","","2020.04.21","72","245","","","","","","","","","","",""
"","","","Kinniya","","2020.04.10","810","2626","","","","","","","","","","",""
"","","දිස්ික් එකතුව khtl;l $l;Lj;njhif District Total","","","","1976","5692","0","0","0","0","0","0","0","0","0","0",""
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","17302","56141","0","0","0","0","0","0","0","0","0","0",""
