"","பிரதான நகரங்களுக்கான வானிலை முன்னறிவித்தல்","","","",""
"","","0C)","","",""
"","வவப்பநிலை (","","சாரீரப்பதன் (%)","",""
"நகரம்","","","","","வானிலை"
"","உச்ச","குலறந்த","உச்ச","குலறந்த",""
"","","","","",""
"அனுராதபுரம்","32","22","90","65","பிரதானமாக சீரான வானிலை"
"","","","","",""
"மட்டக்களப்பு","30","22","90","75","பிரதானமாக சீரான வானிலை"
"","","","","",""
"வகாழும்பு","33","23","85","50","பிரதானமாக சீரான வானிலை"
"","","","","","பி.ப. 4.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன்"
"","","","","",""
"காைி","30","24","90","70",""
"","","","","","கூடிய மலை பபய்யும் சாத்தியம்"
"","","","","",""
"யாழ்ப்பாணம்","30","21","95","65","பிரதானமாக சீரான வானிலை"
"","","","","","பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன்"
"","","","","",""
"கண்டி","31","18","95","50",""
"","","","","","கூடிய மலை பபய்யும் சாத்தியம்"
"","","","","","பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன்"
"","","","","",""
"நுவவரைியா","20","9","95","65",""
"","","","","","கூடிய மலை பபய்யும் சாத்தியம்"
"","","","","","பி.ப. 2.00 மணிக்குப் பின்னர் மலை அல்ைது இடியுடன்"
"","","","","",""
"இரத்தினபுரி","34","22","95","55",""
"","","","","","கூடிய மலை பபய்யும் சாத்தியம்"
"","","","","",""
"திருககாணமலை","30","23","95","70","பிரதானமாக சீரான வானிலை"
"","","","","",""
"மன்னார்","31","24","90","65","பிரதானமாக சீரான வானிலை"
