"","","","","","","","","Page 2","","","","","","","","","",""
"වයඹ පලාත","","","Arachchikattuwa","","","1456","5186","","","","","","","","","","",""
"","","","","","2020.03.04","","","","","","","","","","","","",""
"tlNky;khfhzk;","","","Pallama","","","2822","9175","","","","","","","","","","",""
"North Western","","","","","","","","","","","","","","","","","",""
"","","","Mahakumbukkadawala","","2020.03.05","6291","19544","","","","","","","","","","",""
"","","","Nawagaththagama","","2020.03.10","513","1469","","","","","","","","","","",""
"","","","Anamaduwa","","2020.03.06","1140","3556","","","","","","","","","","",""
"","","පුත්තලම","","","","","","","","","","","","","","","",""
"","","","Wanathavilluwa","","2020.03.21","192","659","","","","","","","","","","",""
"","6","Gj;jsk;","","Drought","","","","","","","","","","","","","","Distribution of drinking water"
"","","","Mundalam","","","488","1657","","","","","","","","","","",""
"","","Puttalam","","","2020.03.23","","","","","","","","","","","","",""
"","","","Karuwalagaswewa","","","1048","3063","","","","","","","","","","",""
"","","","Puttalam","","2020.03.28","52","180","","","","","","","","","","",""
"","","","Chilaw","","2020.04.01","255","965","","","","","","","","","","",""
"","","","Dankotuwa","","2020.04.08","75","275","","","","","","","","","","",""
"","","","Naththandiya","","2020.04.09","300","1310","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","14632","47039","0","0","0","0","0","0","0","0","0","0",""
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","14632","47039","0","0","0","0","0","0","0","0","0","0",""
"","","මාතර","","","","","","","","","","","","","","","",""
"","7","khj;jiw","Pitabeddara","Drought","2020.03.11","645","2685","","","","","","","","","","",""
"","","Matara","","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","645","2685","0","0","0","0","0","0","0","0","0","0",""
"","","","Walasmulla","","2020.03.24","692","2796","","","","","","","","","","",""
"","","","Beliata","","2020.03.24","99","300","","","","","","","","","","",""
"","","","Okewela","","2020.03.18","297","791","","","","","","","","","","",""
"දකුනු පලාත","","","Lunugamwehera","","2020.04.07","33","132","","","","","","","","","","",""
"njd; khfhzk;","","හම්බන්තාට","","","","","","","","","","","","","","","",""
"","","","Hambanthota","","2020.02.02","720","1994","","","","","","","","","","",""
"Southern","8","`k;ghe;Njhl;il","","Drought","","","","","","","","","","","","","",""
"","","","Angunukolapelessa","","2020.03.28","950","3827","","","","","","","","","","",""
"","","Hambantota","","","","","","","","","","","","","","","",""
"","","","Katuwana","","2020.03.20","591","2478","","","","","","","","","","",""
"","","","Tangalla","","2020.04.04","832","3500","","","","","","","","","","",""
"","","","Weeraketiya","","2020.03.12","70","460","","","","","","","","","","",""
"","","","Thissamaharamaya","","2020.03.19","1088","4286","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","5372","20564","0","0","0","0","0","0","0","0","0","0",""
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","6017","23249","0","0","0","0","0","0","0","0","0","0",""
"","","","Dimbulagala","","","1488","6255","","","","","","","","","","",""
"","","","Thamankaduwa","","","220","610","","","","","","","","","","",""
"","","්පා්ලානනරුව","","","","","","","","","","","","","","","",""
"","9","nghyd;dWit","Elahera","Drought","2020.03.28","186","665","","","","","","","","","","","Dristibuting Drinking water"
"උතුරුමැද පලාත","","","","","","","","","","","","","","","","","",""
"tlkj;jpa khfhzk;","","Polonnaruwa","","","","","","","","","","","","","","","",""
"","","","Lankapura","","","230","855","","","","","","","","","","",""
"North Central","","","","","","","","","","","","","","","","","",""
"","","","Hingurakgoda","","","377","1563","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","2501","9948","0","0","0","0","0","0","0","0","0","0",""
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","2501","9948","0","0","0","0","0","0","0","0","0","0",""
"","","","Koralaipattu North","","","1308","4553","","","","","","","","","","",""
"","","","","","2020.03.26","","","","","","","","","","","","",""
"","","","Koralaipattu West","","","236","831","","","","","","","","","","",""
"","","මඩකලපුව","Koralaipattu Central","","2020.04.09","300","1050","","","","","","","","","","",""
"","10","kl;lf;fsg;G","Eravur Pattu","Drought","","1838","5766","","","","","","","","","","",""
"","","","","","2020.03.26","","","","","","","","","","","","",""
"","","Batticaloa","Manmunai West","","","663","2160","","","","","","","","","","",""
"","","","Manmunai South West","","2020.04.04","2037","6559","","","","","","","","","","",""
"","","","Poratheevupattu","","2020.03.26","6001","19971","","","","","","","","","","",""
"නැ්ගනහිර පලාත","","","","","","","","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","12383","40890","0","0","0","0","0","0","0","0","0","0",""
"fpof;F      Eastern","","","","","","","","","","","","","","","","","",""
"","","","Verugal","","2020.04.17","183","601","","","","","","","","","","",""
"","","ත්‍රීකුණාමලය","Kanthale","","2020.04.18","862","2089","","","","","","","","","","",""
"","11","jp.kiy","Thambalagamam","Drought","2020.04.15","49","131","","","","","","","","","","","Dristibuting Drinking water"
"","","Trincomalee","Seruvila","","2020.04.21","72","245","","","","","","","","","","",""
"","","","Kinniya","","2020.04.10","810","2626","","","","","","","","","","",""
"","","දිස්ත්‍රික් එකතුව khtl;l $l;Lj;njhif District Total","","","","1976","5692","0","0","0","0","0","0","0","0","0","0",""
"","","පළාත් ඵකතුව khfhz $l;Lj;njhif  Province Total","","","","14359","46582","0","0","0","0","0","0","0","0","0","0",""
