"","තත්ත්ව වාර්තාව  - ශ්‍රී ලංකාව / epiyik mwpf;if - ,yq;if/  Situation Report- SriLanka","","","","","","","",""
"දිනය /jpfjp / Date : 16th  August 2018 at 0900hrs","","","","","","","","",""
"ලේකම් - ආපදා කළමනාකරණ අමාතයාංශය / செயலாளர் - அனர்த்த முகாமைத்துவ அமைச்சு / Secretary, Ministry of Disaster Management","","","","","","","","",""
"ආපදා කළමනාකරණ ගරු අමාතයතුමාලේ පුද්ගලික ලේකම් /சகௌரவ அனர்த்த முகாமைத்துவ அமைச்ெரின் பிரத்தியயாக - செயலாளர் / Private Secretary to the Hon. Minister of Disaster Management","","","","","","","","",""
"","","","","","නිවාස හානි","","","",""
"පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு","","බලපෑමට ලක්වු","","","Nrjkile;j","ලවනත් හානි யவ​று Other","","ආරක්ෂිත ස්ථාන ghJfhg;ghd",""
"","","","","අතුරුදහ","","","","",""
"Administrative purvie","","ghjpf;fg;gl;l Affected","","","tPLfs; Houses","","Damages","miktplk; Safe Location",""
"","","","තුවාලවු","න්වූ","","","","",""
"","","","","","Damaged","","","",""
"","","","පුද්ගලයි","පුද්ගලයි","","","","",""
"","ආරම්භක දිනය","","","","","","","",""
"","","","මිය යෑම් 
න්","න්","","","","",""
"පළාත","ආපදාව        
mdu;j;jk;","","","","","","","ආරක්ෂිත",""
"","","","kuzq;f","","","කුඩා හා මධය","ඉතා වැදගත්","","ලවනත් කරුණු NtW"
"","","","fhaki","fhzh","","","","",""
"khfhzk; 
#","Muk;gpj;j jpfjp  
mdHj;jk;","","","","","","","",""
"","","","s; 
le;NjhH","ky;Ngh","අර්ධ","පරිමාණ වයාපාරික","යටිතල පහසුකම්","ස්ථාන",""
"","පවුේ","","","","","","","පවුේ","Fwpg;Gf;fs; Remarks"
"Province","Date of 
Disaster","","","","පූර්ණ","","","",""
"","","","Deaths","NdhH","හානි","ස්ථාන  rpW","වලට වූ හානි","සංඛ්‍යාව",""
"දිස්ත්‍රික්කය","සංඛ්‍යාව","පුද්ගලයින්","","","","","","සංඛ්‍යාව","පුද්ගලයින්"
"ප්‍රා.ලේ. ලකො       gpuNjr","commenced","","","","හානි 
gFjpa","kw;Wk; kj;jpa","mbg;gilf;","vz;zpf;",""
"khtl;lk ;","","","Injured","Missin","","","","","egHfs;"
"","FLk;gq;f","egHfs;","","","","","","FLk;gq;",""
"nra.gp    DS Division","","","","","sT 
KOik","Kaw;rpfs;","fl;likg;Gf;fs;","if",""
"District","s;","People","People","g","","","","fs;","Persons"
"","","","","","Partiall","Small, Medium,","Damages to","Safety",""
"","","","","People","Fully","","","",""
"","Families","","","","","Enterprises","","Families",""
"","","","","","y","","critical","Location",""
"","","","","","","Damages","Infastructure","",""
"","","","","","","","","s",""
