"","பிரதான நகரங்களுக்கான வானிலை","","",""
"","","","",""
"","","","திகதி :","2024-02-02"
"","முன்னறிவித்தல்","","",""
"","","0C)","",""
"","வவப்பநிலை (","","சாரீரப்பதன் (%)",""
"நகரம்","","","","வானிலை"
"","உச்ச","குலறந்த","உச்ச 
குலறந்த",""
"","","","",""
"அனுராதபுரம்","31","24","95 
70","பிரதானமாக சீரான வானிலை"
"","","","",""
"மட்டக்களப்பு","30","24","95 
75","பிரதானமாக சீரான வானிலை"
"","","","",""
"வகாழும்பு","31","25","90 
65","பிரதானமாக சீரான வானிலை"
"","","","",""
"காைி","30","25","90 
70","பிரதானமாக சீரான வானிலை"
"","","","",""
"யாழ்ப்பாணம்","30","24","85 
70","பிரதானமாக சீரான வானிலை"
"","","","",""
"கண்டி","31","21","95 
65","பிரதானமாக சீரான வானிலை"
"","","","",""
"நுவவரைியா","20","12","95 
75","பிரதானமாக சீரான வானிலை"
"","","","",""
"இரத்தினபுரி","33","23","95 
70","சிறிதளவில் மலை பபய்யும்"
"","","","",""
"திருககாணமலை","30","24","90 
70","பிரதானமாக சீரான வானிலை"
"","","","",""
"மன்னார்","31","25","85 
70","பிரதானமாக சீரான வானிலை"
