"4545","13664","","","","","","","",""
"51162","218393","0","0","0","0","0","0","0","0"
"51162","218393","0","0","0","0","0","0","0","0"
"56357","238481","0","0","0","0","4","0","0","4"
"","","රාජකාරි භාර නිළධාරි / flik mjpfhhp / Duty Officer : 011 2670002","","","","","","",""
"","","මාධය ප්‍රකාශක / nra;jp njhlHghsHfs; / Media Spokesmen :","","","","","","",""
"","","ආපදා කළමනාකරණ මධයස්ථානය  /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","",""
"","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","",""
"","","ෆැක්ස්/ njhiy efy; / Fax:                  0112670079","","","","","","",""
"","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","",""
"","","වවබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","",""
"","","……………………………………………………….","","","","","","",""
"","","Thusitha Waidyarathne","","","","","","",""
"","","Assistant Director / Duty Officer","","","","","","",""
"","","For Director General","","","","","","",""
