"","பிரதான நகரங் களுக்கான வானிலை முன் னறிவித்தை்","","","",""
"","","வவப்பநிலை (0C)","சாரீரப்பதன்  (%)","",""
"நகரம்","","","","","வானிலை"
"","உச்ச","குலைந்த","உச்ச","குலைந்த",""
"அனுராதபுரம்","27","24","95","80","அவ்வப்பபோது மழை அல் லது இடியுடன்  கூடிய மழை பபய் யும்"
"மட்டக்களப்பு","25","23","95","90","அவ்வப்பபோது மழை அல் லது இடியுடன்  கூடிய மழை பபய் யும்"
"","","","","","பி.ப. 2.00 மணிக்குப் பின் னர் மழை அல் லது இடியுடன்  கூடிய"
"வகாழும் பு","29","24","95","75",""
"","","","","","மழை பபய் யும்"
"","","","","","பி.ப. 2.00 மணிக்குப் பின் னர் மழை அல் லது இடியுடன்  கூடிய"
"காலி","31","25","90","60",""
"","","","","","மழை பபய் யும்"
"யாழ் ப்பாணம்","29","24","95","80","அவ்வப்பபோது மழை அல் லது இடியுடன்  கூடிய மழை பபய் யும்"
"","","","","","பி.ப. 2.00 மணிக்குப் பின் னர் மழை அல் லது இடியுடன்  கூடிய"
"கண் டி","26","22","95","85",""
"","","","","","மழை பபய் யும்"
"","","","","","பி.ப. 2.00 மணிக்குப் பின் னர் மழை அல் லது இடியுடன்  கூடிய"
"நுவவரலியா","14","10","95","85",""
"","","","","","மழை பபய் யும்"
"","","","","","பி.ப. 2.00 மணிக்குப் பின் னர் மழை அல் லது இடியுடன்  கூடிய"
"இரத்தினபுரி","30","23","90","65",""
"","","","","","மழை பபய் யும்"
"திருககாணமலை","26","23","95","90","அவ்வப்பபோது மழை அல் லது இடியுடன்  கூடிய மழை பபய் யும்"
"மன் னார்","28","24","95","80","அவ்வப்பபோது மழை அல் லது இடியுடன்  கூடிய மழை பபய் யும்"
