"","Weather Forecast for Main Cities","","","","2-Feb-2023"
"","","Temperature (0C)","Relative Humidity (%)","",""
"City","","","","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","27","24","95","80","Showers or thundershowers at times"
"Batticaloa","25","23","95","90","Showers or thundershowers at times"
"Colombo","29","24","95","75","Showers or thundershowers after 2.00p.m"
"Galle","31","25","90","60","Showers or thundershowers after 2.00p.m"
"Jaffna","29","24","95","80","Showers or thundershowers at times"
"Kandy","26","22","95","85","Showers or thundershowers after 2.00p.m"
"Nuwara-Eliya","14","10","95","85","Showers or thundershowers after 2.00p.m"
"Ratnapura","30","23","90","65","Showers or thundershowers after 2.00p.m"
"Trincomalee","26","23","95","90","Showers or thundershowers at times"
"Mannar","28","24","95","80","Showers or thundershowers at times"
