"7","29","0","0","0","0","7","0","0","0"
"7","29","0","0","0","0","7","0","0","0"
"183","540","3","0","0","0","7","0","0","17"
"","","රාජකාරි භාර නිළධ්‍ාරි / flik mjpfhhp / Duty Officer : 011 2670002","","","","","","",""
"","","මාධය ප්‍රකාශක / nra;jp njhlHghsHfs; / Media Spokesmen :","","","","","","",""
"","","ආපදා කළමනාකරණ මධ්‍යස්ත්‍රථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","",""
"","","හදිසි ඇමතුම් / njhiyNgrp / Hot Lines:  117, 0112670002, 0112136136","","","","","","",""
"","","ෆැක්ස්ත්‍ර/ njhiy efy; / Fax:                  0112670079","","","","","","",""
"","","විදුත් තැපැල් / kpd;dQ;ry; / Email:        eocdmc@gmail.com","","","","","","",""
"","","්වබ් අඩවිය / ,izak; / Web:             www.dmc.gov.lk","","","","","","",""
"","","……………………………………………………….","","","","","","",""
"","","H.D.G.Priyantha","","","","","","",""
"","","Assistant Director / Duty Officer","","","","","","",""
"","","For Director General","","","","","","",""
"","","* This is an authorized report by DMC - EOC duty officer. No signature is required","","","","","","",""
