"නෙරය","","","","","වාකුණ ය"
"","උපරිම","නවම","උපරිම","නවම",""
"නනුරා‍පුරය","31","24","95","70","වැසි ලංහ ෝ ලංගිුණරුම් ලංහහිත වැසි ලංඇති ලංහේ"
"මඩවකපුව","30","25","95","70","වැසි ලංහ ෝ ලංගිුණරුම් ලංහහිත වැසි ලංඇති ලංහේ"
"හවොළඹ","32","24","95","65","හවහ ලං2.00න් ලංපසුව ලංවැසි හ ෝ ලංගිුණරුම් ලංහහිත ලංවැසි ලංඇති ලංහේ"
"ෝලක","30","23","95","75","හවහ ලං2.00න් ලංපසුව ලංවැසි හ ෝ ලංගිුණරුම් ලංහහිත ලංවැසි ලංඇති ලංහේ"
"යාපනය","30","25","95","65","හවහ ලං2.00න් ලංපසුව ලංවැසි හ ෝ ලංගිුණරුම් ලංහහිත ලංවැසි ලංඇති  විය ලං ැව"
"ම නුවර","30","20","95","65","හවහ ලං2.00න් ලංපසුව ලංවැසි හ ෝ ලංගිුණරුම් ලංහහිත ලංවැසි ලංඇති ලංහේ"
"නුවරඑළිය","21","13","95","70","හවහ ලං2.00න් ලංපසුව ලංවැසි හ ෝ ලංගිුණරුම් ලංහහිත ලංවැසි ලංඇති ලංහේ"
"රත්නපුරය","33","23","95","70","හවහ ලං2.00න් ලංපසුව ලංවැසි හ ෝ ලංගිුණරුම් ලංහහිත ලංවැසි ලංඇති ලංහේ"
"ත්‍රිකු ාමකය","31","24","95","70","වැසි ලංහ ෝ ලංගිුණරුම් ලංහහිත වැසි ලංඇති ලංහේ"
