"","Weather Forecast for Main Cities","","","",""
"","","","Relative","Humidity",""
"","","Temperature (0C)","","",""
"City","","","(%)","","Weather"
"","Max","Min","Max","Min",""
"Anuradhapura","31","24","95","70","Showers or thundershowers"
"Batticaloa","30","25","95","70","Showers or thundershowers"
"Colombo","32","24","95","65","Showers or thundershowers after 2.00p.m"
"Galle","30","23","95","75","Showers or thundershowers after 2.00p.m"
"Jaffna","30","25","95","65","Showers or thundershowers are likely after 2.00p.m"
"Kandy","30","20","95","65","Showers or thundershowers after 2.00p.m"
"Nuwara-Eliya","21","13","95","70","Showers or thundershowers after 2.00p.m"
"Ratnapura","33","23","95","70","Showers or thundershowers after 2.00p.m"
"Trincomalee","31","24","95","70","Showers or thundershowers"
"Mannar","31","25","95","75","Showers or thundershowers"
