"","දදනික තත්ත්ව වාර්තාව- ශ්‍රී ලංකාව/epiyik mwpf;if-,yq;if/Situation Report (Dry Weather Condition)- Sri Lanka දිනය/jpfjp /Date :21st September 2025 at 0900hrs","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","නිවාස්ත්‍ හානි","","","","","","",""
"","","","","","","බලපෑමට ලක්වු","","","","","","","","","","","",""
"","","","පරිපාලන ප්‍රලද්ශය நிர்வாகப் பிரிவு","","","","","","","","Nrjkile;j","","ලවනත් හානි பிற பாதிப்புகள்","","","ආරක්ිත ස්ත්‍රථාන ghJfhg;ghd","",""
"","","","","","","ghjpf;fg;gl;l","","","","","","","","","","","",""
"","","","Administrative purview","","","","","","","","tPLfs; Houses","","","Other Damages","","miktplk; Safe Location","",""
"","","","","","","Affected","","","තුවාලවු","","","","","","","","",""
"","","","","","ආරම්භක දිනය","","","","","","Damaged","","","","","","",""
"","","","","","","","","","පුද්ගලයින්","අතුරුදහන්වූ","","","","","","","",""
"","","","","","mdu;j;jk;","","","මිය යෑම්","","පුද්ගලයින්","","","කුඩා හා මධය","","","","","ලවනත් කරුණු"
"","","","","ආපදාව","","","","","","","","","","","","","",""
"පළාත khfhzk;","","","","","Muk;gpj;j","","","kuzq;f","","fhzhky;N","","","පරිමාණ වයාපාරික","ඉතා වැදගත් යටිතල","ආරක්ිත","","",""
"","","","","","","","","","fhaki","","","","","","","","","NtW"
"","#","","","mdHj;jk","","","","","","","","","","පහසුකම් වලට වූ හානි","ස්ත්‍
රථාන","පවුේ","",""
"","","","","","jpfjp","","","s;","le;NjhH","ghNdhH","","ස්ත්‍","රථාන சிறிய,","","","","","Fwpg;Gf;fs;"
"Province","","","","","","","","","","","පූර්ණ","","","","","","",""
"","","","ප්‍රා.ලේ. ලකා","Disaster","","පවුේ ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්","Deaths","","Missing","අර්ධ හානි","","நடுத்தர,","mbg;gilf;","ස්ත්‍ංඛ්‍යාව","ස්ත්‍ංඛ්‍යාව","පුද්ගලයින්","Remarks"
"","","දිස්ත්‍රික්කය","","","Date of","","","","","","හානි","","","","","","",""
"","","","gpuNjr nra.gp","","","FLk;gq;fs;","egHfs;","","Injured","","gFjpasT","","நிறுவனங்களின்","fl;likg;Gf;fs;","vz;zpf;if","FLk;gq;f","egHfs;",""
"","","","","","","","","","","People","","","","","","","",""
"","","மாவட்டம் District","","","commenced","","","","","","KOik","","","","","","",""
"","","","","","","Families","People","","","","Partially","","சேதங்கள்; Small,","Damages to","No. of","s;","Persons",""
"","","","DS Division","","","","","","People","","Fully","","","","","","",""
"","","","","","","","","","","","","","Medium,","critical","Safety","Families","",""
"","","","","","","","","","","","","","Enterprises","Infrastructure","Locations","","",""
"","","","","","","","","","","","","","Damages","","","","",""
"","","","","","","","","","","","","","","","","","","වියළි කාලගුණ"
"","","","","","","","","","","","","","","","","","","තත්ත්වය ලහරතුලවන්"
"","","","Weligepola","","2025.09.15","465","1268","","","","","","","","","","",""
"","","රත්නපුර","","","","","","","","","","","","","","","","පීඩාවට පත්  ග්‍රාම ස ේවා"
"","","","","Dry Weather","","","","","","","","","","","","","",""
"","1",",uj;jpdGhp","","","","","","","","","","","","","","","","ව ම් සෙකක පවුල් 93"
"සබරගමුෙ පලාත","","","","Condition","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","ක්  ඳහා පානීය ජලය"
"","","Rathnapura","","","","","","","","","","","","","","","",""
"rg;ufKt","","","Ibulpe","","2025.09.15","174","654","","","","","","","","","","","ලබදා  දීම සිදු කරනු"
"Sabaragamuwa","","","","","","","","","","","","","","","","","","ලබයි."
"","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","639","1922","0","0","0","0
0","","0","0","0","0","0",""
"","","පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","","639","1922","0","0","0","0
0","","0","0","0","0","0",""
"","","හම්බනවතාට","","","","","","","","","","","","","","","",""
"","","","","Dry Weather","","","","","","","","","","","","","",""
"","2","`k;ghe;Njhl;il","Okewela","","2025.09.01","55","203","","","","","","","","","","",""
"දකුණු පලාත    njd;","","","","Condition","","","","","","","","","","","","","",""
"","","Hambantota","","","","","","","","","","","","","","","",""
"khfhzk;","","","","","","","","","","","","","","","","","",""
"","","දිස්ික් එකතුෙ/khtl;l $l;Lj;njhif/District Total","","","","55","203","0","0","0","0
0","","0","0","0","0","0",""
"Southern","","","","","","","","","","","","","","","","","",""
"","","පළාත් ඵකතුෙ/ khfhz $l;Lj;njhif/Province Total","","","","55","203","0","0","0","0
0","","0","0","0","0","0",""
"","මුළු එකතුව   nkhj;jf; $l;Lj;njhif  GRAND TOTAL","","","","","694","2125","0","0","0","0
0","","0","0","0","0","0",""
"","","","","","","","","","ආපදා කළමනාකරණ මධ්‍යස්ථානය /mdHj;j Kfhikj;Jt epiyak;/ Disaster Management Centre","","","","","","","","",""
